Pearson Correlation,WOD,WOD retained,ID OOD Mult,ID OOD Raw Mult,ID OOD Distance,Percent OOD drop,Percentage OOD retained,ID Dataset,DNN Arch.,Stem,SPR,CNN vs ViT,Aug. Strength,Resolution,OOD Dataset,Param. Count,ID Dataset Size,ID Class Count,OverParam. Level,Depth,ID Accuracy
0.96,0,1.947,0.252,0.265,0.730,11.92,88.08,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,NINCO,9.46,126689,100,74.67104484,11,51.44
0.93,1.37,0.575,0.074,0.078,0.540,24.61,75.39,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,ImageNet-R,9.46,126689,100,74.67104484,11,51.44
0.85,1.28,0.666,0.086,0.091,0.540,34.72,65.28,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CUB,9.46,126689,100,74.67104484,11,51.44
0.85,1.33,0.617,0.077,0.084,0.540,40.68,59.32,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Aircrafts,9.46,126689,100,74.67104484,11,51.44
0.87,0.4,1.541,0.201,0.210,0.660,30.90,69.1,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Flowers,9.46,126689,100,74.67104484,11,51.44
0.92,0.3,1.641,0.214,0.223,0.670,15.94,84.06,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,CIFAR100,9.46,126689,100,74.67104484,11,51.44
0.98,0.44,1.500,0.187,0.204,0.650,5.15,94.85,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,Pets,9.46,126689,100,74.67104484,11,51.44
0.95,0,2.602,0.297,0.354,0.860,7.05,92.95,Imagenet-100,VGGm-11,3,0.5,CNN,0,32,STL,9.46,126689,100,74.67104484,11,51.44
0.92,0.3,0.990,0.446,0.465,0.980,10.45,89.55,Imagenet-100,VGGm-11,3,0.5,CNN,0,224,NINCO,9.46,126689,100,74.67104484,11,77.72
0.97,0.97,0.315,0.142,0.148,0.800,12.03,87.97,Imagenet-100,VGGm-11,3,0.5,CNN,0,224,ImageNet-R,9.46,126689,100,74.67104484,11,77.72
0.86,0.99,0.294,0.133,0.138,0.800,24.60,75.4,Imagenet-100,VGGm-11,3,0.5,CNN,0,224,CUB,9.46,126689,100,74.67104484,11,77.72
0.88,0.99,0.292,0.128,0.137,0.800,17.07,82.93,Imagenet-100,VGGm-11,3,0.5,CNN,0,224,Aircrafts,9.46,126689,100,74.67104484,11,77.72
0.81,0.59,0.695,0.314,0.326,0.880,35.54,64.46,Imagenet-100,VGGm-11,3,0.5,CNN,0,224,Flowers,9.46,126689,100,74.67104484,11,77.72
0.92,0.65,0.638,0.288,0.300,0.870,12.80,87.2,Imagenet-100,VGGm-11,3,0.5,CNN,0,224,CIFAR100,9.46,126689,100,74.67104484,11,77.72
0.99,0.23,1.057,0.469,0.496,1.010,0.00,100,Imagenet-100,VGGm-11,3,0.5,CNN,0,224,Pets,9.46,126689,100,74.67104484,11,77.72
0.96,0,1.285,0.519,0.603,1.100,1.88,98.12,Imagenet-100,VGGm-11,3,0.5,CNN,0,224,STL,9.46,126689,100,74.67104484,11,77.72
0.97,0.02,1.567,0.379,0.396,0.890,2.00,98,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,NINCO,9.46,126689,100,74.67104484,11,63.2
0.95,1.12,0.466,0.113,0.118,0.660,9.41,90.59,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,ImageNet-R,9.46,126689,100,74.67104484,11,63.2
0.94,0.92,0.658,0.160,0.166,0.680,18.48,81.52,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CUB,9.46,126689,100,74.67104484,11,63.2
0.78,1.22,0.363,0.084,0.092,0.650,43.84,56.16,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Aircrafts,9.46,126689,100,74.67104484,11,63.2
0.93,0.17,1.414,0.345,0.357,0.850,13.51,86.49,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Flowers,9.46,126689,100,74.67104484,11,63.2
0.92,0.39,1.193,0.290,0.301,0.790,12.60,87.4,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,CIFAR100,9.46,126689,100,74.67104484,11,63.2
0.99,0.33,1.249,0.293,0.315,0.810,2.09,97.91,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,Pets,9.46,126689,100,74.67104484,11,63.2
0.97,0,1.924,0.416,0.486,1.000,2.58,97.42,Imagenet-100,VGGm-11,3,0.5,CNN,2,32,STL,9.46,126689,100,74.67104484,11,63.2
0.96,0.16,1.084,0.549,0.568,1.070,3.27,96.73,Imagenet-100,VGGm-11,3,0.5,CNN,2,224,NINCO,9.46,126689,100,74.67104484,11,80.64
0.99,0.87,0.372,0.188,0.195,0.840,0.00,100,Imagenet-100,VGGm-11,3,0.5,CNN,2,224,ImageNet-R,9.46,126689,100,74.67104484,11,80.64
0.98,0.73,0.509,0.260,0.267,0.870,4.44,95.56,Imagenet-100,VGGm-11,3,0.5,CNN,2,224,CUB,9.46,126689,100,74.67104484,11,80.64
0.95,0.8,0.440,0.220,0.231,0.860,0.21,99.79,Imagenet-100,VGGm-11,3,0.5,CNN,2,224,Aircrafts,9.46,126689,100,74.67104484,11,80.64
0.95,0.15,1.086,0.554,0.569,1.070,7.34,92.66,Imagenet-100,VGGm-11,3,0.5,CNN,2,224,Flowers,9.46,126689,100,74.67104484,11,80.64
0.97,0.46,0.783,0.398,0.411,0.950,3.87,96.13,Imagenet-100,VGGm-11,3,0.5,CNN,2,224,CIFAR100,9.46,126689,100,74.67104484,11,80.64
0.99,0.19,1.046,0.520,0.549,1.060,0.00,100,Imagenet-100,VGGm-11,3,0.5,CNN,2,224,Pets,9.46,126689,100,74.67104484,11,80.64
0.97,0,1.314,0.601,0.689,1.170,0.00,100,Imagenet-100,VGGm-11,3,0.5,CNN,2,224,STL,9.46,126689,100,74.67104484,11,80.64
0.62,0.75,1.183,0.154,0.165,0.610,42.55,57.45,Imagenet-100,VGGm-17,3,0.5,CNN,0,32,NINCO,20.08,126689,100,158.49837,17,51.84
0.61,1.62,0.314,0.040,0.044,0.530,55.42,44.58,Imagenet-100,VGGm-17,3,0.5,CNN,0,32,ImageNet-R,20.08,126689,100,158.49837,17,51.84
0.38,1.67,0.258,0.033,0.036,0.520,74.06,25.94,Imagenet-100,VGGm-17,3,0.5,CNN,0,32,CUB,20.08,126689,100,158.49837,17,51.84
0.38,1.78,0.148,0.015,0.021,0.520,84.85,15.15,Imagenet-100,VGGm-17,3,0.5,CNN,0,32,Aircrafts,20.08,126689,100,158.49837,17,51.84
0.35,1.37,0.558,0.071,0.078,0.540,72.33,27.67,Imagenet-100,VGGm-17,3,0.5,CNN,0,32,Flowers,20.08,126689,100,158.49837,17,51.84
0.55,1.03,0.901,0.118,0.126,0.570,52.31,47.69,Imagenet-100,VGGm-17,3,0.5,CNN,0,32,CIFAR100,20.08,126689,100,158.49837,17,51.84
0.88,0.88,1.045,0.129,0.146,0.590,32.94,67.06,Imagenet-100,VGGm-17,3,0.5,CNN,0,32,Pets,20.08,126689,100,158.49837,17,51.84
0.86,0,2.248,0.256,0.313,0.800,16.35,83.65,Imagenet-100,VGGm-17,3,0.5,CNN,0,32,STL,20.08,126689,100,158.49837,17,51.84
0.84,0.46,0.788,0.387,0.404,0.950,24.81,75.19,Imagenet-100,VGGm-17,3,0.5,CNN,0,224,NINCO,20.08,126689,100,158.49837,17,80.04
0.92,0.98,0.273,0.135,0.140,0.820,27.22,72.78,Imagenet-100,VGGm-17,3,0.5,CNN,0,224,ImageNet-R,20.08,126689,100,158.49837,17,80.04
0.69,1.06,0.190,0.092,0.097,0.810,55.78,44.22,Imagenet-100,VGGm-17,3,0.5,CNN,0,224,CUB,20.08,126689,100,158.49837,17,80.04
0.66,1.1,0.148,0.067,0.076,0.810,67.98,32.02,Imagenet-100,VGGm-17,3,0.5,CNN,0,224,Aircrafts,20.08,126689,100,158.49837,17,80.04
0.62,0.84,0.406,0.198,0.208,0.840,63.80,36.2,Imagenet-100,VGGm-17,3,0.5,CNN,0,224,Flowers,20.08,126689,100,158.49837,17,80.04
0.84,0.75,0.504,0.247,0.259,0.860,29.77,70.23,Imagenet-100,VGGm-17,3,0.5,CNN,0,224,CIFAR100,20.08,126689,100,158.49837,17,80.04
0.97,0.42,0.830,0.399,0.425,0.960,15.73,84.27,Imagenet-100,VGGm-17,3,0.5,CNN,0,224,Pets,20.08,126689,100,158.49837,17,80.04
0.95,0.03,1.217,0.537,0.624,1.120,4.27,95.73,Imagenet-100,VGGm-17,3,0.5,CNN,0,224,STL,20.08,126689,100,158.49837,17,80.04
0.85,0.29,1.229,0.333,0.349,0.840,16.47,83.53,Imagenet-100,VGGm-17,3,0.5,CNN,2,32,NINCO,20.08,126689,100,158.49837,17,65.72
0.62,1.24,0.281,0.075,0.080,0.670,44.30,55.7,Imagenet-100,VGGm-17,3,0.5,CNN,2,32,ImageNet-R,20.08,126689,100,158.49837,17,65.72
0.60,1.14,0.378,0.103,0.107,0.680,51.08,48.92,Imagenet-100,VGGm-17,3,0.5,CNN,2,32,CUB,20.08,126689,100,158.49837,17,65.72
0.30,1.34,0.185,0.045,0.052,0.660,68.11,31.89,Imagenet-100,VGGm-17,3,0.5,CNN,2,32,Aircrafts,20.08,126689,100,158.49837,17,65.72
0.64,0.58,0.947,0.258,0.269,0.770,38.04,61.96,Imagenet-100,VGGm-17,3,0.5,CNN,2,32,Flowers,20.08,126689,100,158.49837,17,65.72
0.62,0.66,0.857,0.233,0.243,0.750,34.94,65.06,Imagenet-100,VGGm-17,3,0.5,CNN,2,32,CIFAR100,20.08,126689,100,158.49837,17,65.72
0.97,0.44,1.078,0.284,0.306,0.810,12.37,87.63,Imagenet-100,VGGm-17,3,0.5,CNN,2,32,Pets,20.08,126689,100,158.49837,17,65.72
0.93,0,1.722,0.417,0.489,0.990,6.72,93.28,Imagenet-100,VGGm-17,3,0.5,CNN,2,32,STL,20.08,126689,100,158.49837,17,65.72
0.95,0.19,0.978,0.593,0.614,1.120,1.98,98.02,Imagenet-100,VGGm-17,3,0.5,CNN,2,224,NINCO,20.08,126689,100,158.49837,17,85.62
0.97,0.86,0.309,0.187,0.194,0.890,12.34,87.66,Imagenet-100,VGGm-17,3,0.5,CNN,2,224,ImageNet-R,20.08,126689,100,158.49837,17,85.62
0.94,0.78,0.391,0.238,0.245,0.900,19.06,80.94,Imagenet-100,VGGm-17,3,0.5,CNN,2,224,CUB,20.08,126689,100,158.49837,17,85.62
0.86,0.86,0.308,0.183,0.193,0.890,28.63,71.37,Imagenet-100,VGGm-17,3,0.5,CNN,2,224,Aircrafts,20.08,126689,100,158.49837,17,85.62
0.91,0.29,0.875,0.534,0.549,1.070,16.69,83.31,Imagenet-100,VGGm-17,3,0.5,CNN,2,224,Flowers,20.08,126689,100,158.49837,17,85.62
0.95,0.48,0.688,0.418,0.432,0.990,8.26,91.74,Imagenet-100,VGGm-17,3,0.5,CNN,2,224,CIFAR100,20.08,126689,100,158.49837,17,85.62
0.99,0.22,0.952,0.568,0.598,1.100,0.00,100,Imagenet-100,VGGm-17,3,0.5,CNN,2,224,Pets,20.08,126689,100,158.49837,17,85.62
0.96,0,1.165,0.638,0.731,1.210,0.58,99.42,Imagenet-100,VGGm-17,3,0.5,CNN,2,224,STL,20.08,126689,100,158.49837,17,85.62
0.83,0.81,2.128,0.076,0.084,0.420,50.09,49.91,Imagenet-100,ResNet-18,7,0.25,CNN,0,32,NINCO,11.22,126689,100,88.56333225,18,34.04
0.76,2.45,0.490,0.017,0.019,0.350,63.65,36.35,Imagenet-100,ResNet-18,7,0.25,CNN,0,32,ImageNet-R,11.22,126689,100,88.56333225,18,34.04
0.69,2.55,0.386,0.013,0.015,0.340,80.26,19.74,Imagenet-100,ResNet-18,7,0.25,CNN,0,32,CUB,11.22,126689,100,88.56333225,18,34.04
0.71,2.52,0.419,0.013,0.017,0.340,77.69,22.31,Imagenet-100,ResNet-18,7,0.25,CNN,0,32,Aircrafts,11.22,126689,100,88.56333225,18,34.04
0.68,2.1,0.838,0.029,0.033,0.350,76.43,23.57,Imagenet-100,ResNet-18,7,0.25,CNN,0,32,Flowers,11.22,126689,100,88.56333225,18,34.04
0.77,1.21,1.730,0.063,0.068,0.400,55.67,44.33,Imagenet-100,ResNet-18,7,0.25,CNN,0,32,CIFAR100,11.22,126689,100,88.56333225,18,34.04
0.90,1.48,1.456,0.047,0.057,0.380,41.44,58.56,Imagenet-100,ResNet-18,7,0.25,CNN,0,32,Pets,11.22,126689,100,88.56333225,18,34.04
0.92,0,4.202,0.128,0.166,0.590,24.44,75.56,Imagenet-100,ResNet-18,7,0.25,CNN,0,32,STL,11.22,126689,100,88.56333225,18,34.04
0.97,0.29,1.176,0.358,0.375,0.880,13.65,86.35,Imagenet-100,ResNet-18,7,0.25,CNN,0,224,NINCO,11.22,126689,100,88.56333225,18,68.3
0.97,1.06,0.403,0.123,0.128,0.710,27.51,72.49,Imagenet-100,ResNet-18,7,0.25,CNN,0,224,ImageNet-R,11.22,126689,100,88.56333225,18,68.3
0.96,1.01,0.451,0.138,0.144,0.710,25.02,74.98,Imagenet-100,ResNet-18,7,0.25,CNN,0,224,CUB,11.22,126689,100,88.56333225,18,68.3
0.93,1.09,0.370,0.110,0.118,0.700,33.94,66.06,Imagenet-100,ResNet-18,7,0.25,CNN,0,224,Aircrafts,11.22,126689,100,88.56333225,18,68.3
0.97,0.53,0.937,0.288,0.299,0.810,22.03,77.97,Imagenet-100,ResNet-18,7,0.25,CNN,0,224,Flowers,11.22,126689,100,88.56333225,18,68.3
0.96,0.64,0.827,0.253,0.263,0.780,19.31,80.69,Imagenet-100,ResNet-18,7,0.25,CNN,0,224,CIFAR100,11.22,126689,100,88.56333225,18,68.3
0.98,0.32,1.142,0.340,0.364,0.870,7.65,92.35,Imagenet-100,ResNet-18,7,0.25,CNN,0,224,Pets,11.22,126689,100,88.56333225,18,68.3
0.99,0,1.596,0.434,0.509,1.010,4.54,95.46,Imagenet-100,ResNet-18,7,0.25,CNN,0,224,STL,11.22,126689,100,88.56333225,18,68.3
0.96,0,2.071,0.242,0.255,0.710,16.97,83.03,Imagenet-100,ResNet-18,7,0.25,CNN,2,32,NINCO,11.22,126689,100,88.56333225,18,49.72
0.90,1.48,0.533,0.062,0.065,0.510,36.85,63.15,Imagenet-100,ResNet-18,7,0.25,CNN,2,32,ImageNet-R,11.22,126689,100,88.56333225,18,49.72
0.91,1.22,0.793,0.093,0.097,0.530,41.11,58.89,Imagenet-100,ResNet-18,7,0.25,CNN,2,32,CUB,11.22,126689,100,88.56333225,18,49.72
0.83,1.55,0.465,0.051,0.057,0.510,49.20,50.8,Imagenet-100,ResNet-18,7,0.25,CNN,2,32,Aircrafts,11.22,126689,100,88.56333225,18,49.72
0.92,0.42,1.586,0.186,0.195,0.630,30.80,69.2,Imagenet-100,ResNet-18,7,0.25,CNN,2,32,Flowers,11.22,126689,100,88.56333225,18,49.72
0.91,0.32,1.689,0.199,0.208,0.650,25.86,74.14,Imagenet-100,ResNet-18,7,0.25,CNN,2,32,CIFAR100,11.22,126689,100,88.56333225,18,49.72
0.98,0.54,1.475,0.165,0.181,0.620,14.72,85.28,Imagenet-100,ResNet-18,7,0.25,CNN,2,32,Pets,11.22,126689,100,88.56333225,18,49.72
0.96,0,2.666,0.272,0.328,0.830,9.83,90.17,Imagenet-100,ResNet-18,7,0.25,CNN,2,32,STL,11.22,126689,100,88.56333225,18,49.72
0.98,0.17,1.059,0.553,0.573,1.080,6.97,93.03,Imagenet-100,ResNet-18,7,0.25,CNN,2,224,NINCO,11.22,126689,100,88.56333225,18,81.48
0.98,0.81,0.417,0.219,0.226,0.860,14.16,85.84,Imagenet-100,ResNet-18,7,0.25,CNN,2,224,ImageNet-R,11.22,126689,100,88.56333225,18,81.48
0.97,0.71,0.519,0.273,0.281,0.880,16.90,83.1,Imagenet-100,ResNet-18,7,0.25,CNN,2,224,CUB,11.22,126689,100,88.56333225,18,81.48
0.95,0.91,0.321,0.164,0.174,0.840,27.15,72.85,Imagenet-100,ResNet-18,7,0.25,CNN,2,224,Aircrafts,11.22,126689,100,88.56333225,18,81.48
0.99,0.29,0.942,0.496,0.510,1.030,14.36,85.64,Imagenet-100,ResNet-18,7,0.25,CNN,2,224,Flowers,11.22,126689,100,88.56333225,18,81.48
0.99,0.36,0.863,0.453,0.467,1.000,8.51,91.49,Imagenet-100,ResNet-18,7,0.25,CNN,2,224,CIFAR100,11.22,126689,100,88.56333225,18,81.48
0.97,0.19,1.034,0.531,0.559,1.070,4.15,95.85,Imagenet-100,ResNet-18,7,0.25,CNN,2,224,Pets,11.22,126689,100,88.56333225,18,81.48
0.99,0,1.275,0.601,0.690,1.180,2.18,97.82,Imagenet-100,ResNet-18,7,0.25,CNN,2,224,STL,11.22,126689,100,88.56333225,18,81.48
0.78,0.65,2.627,0.067,0.074,0.390,48.66,51.34,Imagenet-100,ResNet-34,7,0.25,CNN,0,32,NINCO,21.33,126689,100,168.3650514,34,30.48
0.68,2.83,0.447,0.011,0.013,0.310,71.35,28.65,Imagenet-100,ResNet-34,7,0.25,CNN,0,32,ImageNet-R,21.33,126689,100,168.3650514,34,30.48
0.58,2.77,0.509,0.012,0.014,0.310,79.61,20.39,Imagenet-100,ResNet-34,7,0.25,CNN,0,32,CUB,21.33,126689,100,168.3650514,34,30.48
0.62,2.75,0.530,0.012,0.015,0.310,77.99,22.01,Imagenet-100,ResNet-34,7,0.25,CNN,0,32,Aircrafts,21.33,126689,100,168.3650514,34,30.48
0.48,2.26,1.024,0.025,0.029,0.320,78.40,21.6,Imagenet-100,ResNet-34,7,0.25,CNN,0,32,Flowers,21.33,126689,100,168.3650514,34,30.48
0.72,1.29,1.991,0.052,0.056,0.360,57.17,42.83,Imagenet-100,ResNet-34,7,0.25,CNN,0,32,CIFAR100,21.33,126689,100,168.3650514,34,30.48
0.83,1.81,1.467,0.032,0.042,0.330,51.22,48.78,Imagenet-100,ResNet-34,7,0.25,CNN,0,32,Pets,21.33,126689,100,168.3650514,34,30.48
0.87,0,4.910,0.105,0.139,0.550,27.43,72.57,Imagenet-100,ResNet-34,7,0.25,CNN,0,32,STL,21.33,126689,100,168.3650514,34,30.48
0.87,0.32,1.161,0.342,0.358,0.860,20.84,79.16,Imagenet-100,ResNet-34,7,0.25,CNN,0,224,NINCO,21.33,126689,100,168.3650514,34,67.56
0.90,1.15,0.329,0.097,0.101,0.690,39.69,60.31,Imagenet-100,ResNet-34,7,0.25,CNN,0,224,ImageNet-R,21.33,126689,100,168.3650514,34,67.56
0.84,1.11,0.373,0.110,0.115,0.700,48.35,51.65,Imagenet-100,ResNet-34,7,0.25,CNN,0,224,CUB,21.33,126689,100,168.3650514,34,67.56
0.81,1.15,0.329,0.094,0.102,0.690,59.33,40.67,Imagenet-100,ResNet-34,7,0.25,CNN,0,224,Aircrafts,21.33,126689,100,168.3650514,34,67.56
0.74,0.78,0.702,0.207,0.217,0.750,51.98,48.02,Imagenet-100,ResNet-34,7,0.25,CNN,0,224,Flowers,21.33,126689,100,168.3650514,34,67.56
0.79,0.75,0.734,0.216,0.226,0.750,34.28,65.72,Imagenet-100,ResNet-34,7,0.25,CNN,0,224,CIFAR100,21.33,126689,100,168.3650514,34,67.56
0.98,0.39,1.090,0.313,0.336,0.840,16.81,83.19,Imagenet-100,ResNet-34,7,0.25,CNN,0,224,Pets,21.33,126689,100,168.3650514,34,67.56
0.91,0,1.575,0.412,0.486,0.990,9.86,90.14,Imagenet-100,ResNet-34,7,0.25,CNN,0,224,STL,21.33,126689,100,168.3650514,34,67.56
0.90,0,2.153,0.225,0.238,0.690,19.03,80.97,Imagenet-100,ResNet-34,7,0.25,CNN,2,32,NINCO,21.33,126689,100,168.3650514,34,47.98
0.81,1.56,0.526,0.054,0.058,0.490,42.74,57.26,Imagenet-100,ResNet-34,7,0.25,CNN,2,32,ImageNet-R,21.33,126689,100,168.3650514,34,47.98
0.79,1.29,0.794,0.084,0.088,0.510,43.37,56.63,Imagenet-100,ResNet-34,7,0.25,CNN,2,32,CUB,21.33,126689,100,168.3650514,34,47.98
0.41,1.63,0.454,0.044,0.050,0.490,56.98,43.02,Imagenet-100,ResNet-34,7,0.25,CNN,2,32,Aircrafts,21.33,126689,100,168.3650514,34,47.98
0.77,0.44,1.644,0.173,0.182,0.610,31.92,68.08,Imagenet-100,ResNet-34,7,0.25,CNN,2,32,Flowers,21.33,126689,100,168.3650514,34,47.98
0.82,0.37,1.711,0.180,0.189,0.620,28.37,71.63,Imagenet-100,ResNet-34,7,0.25,CNN,2,32,CIFAR100,21.33,126689,100,168.3650514,34,47.98
0.98,0.56,1.523,0.152,0.168,0.590,19.07,80.93,Imagenet-100,ResNet-34,7,0.25,CNN,2,32,Pets,21.33,126689,100,168.3650514,34,47.98
0.92,0,2.870,0.263,0.317,0.820,10.10,89.9,Imagenet-100,ResNet-34,7,0.25,CNN,2,32,STL,21.33,126689,100,168.3650514,34,47.98
0.93,0.17,1.049,0.562,0.582,1.080,8.76,91.24,Imagenet-100,ResNet-34,7,0.25,CNN,2,224,NINCO,21.33,126689,100,168.3650514,34,82.18
0.96,0.87,0.345,0.185,0.191,0.850,28.81,71.19,Imagenet-100,ResNet-34,7,0.25,CNN,2,224,ImageNet-R,21.33,126689,100,168.3650514,34,82.18
0.95,0.76,0.456,0.246,0.253,0.880,31.31,68.69,Imagenet-100,ResNet-34,7,0.25,CNN,2,224,CUB,21.33,126689,100,168.3650514,34,82.18
0.84,0.88,0.335,0.176,0.186,0.850,44.84,55.16,Imagenet-100,ResNet-34,7,0.25,CNN,2,224,Aircrafts,21.33,126689,100,168.3650514,34,82.18
0.87,0.35,0.862,0.465,0.479,1.010,25.84,74.16,Imagenet-100,ResNet-34,7,0.25,CNN,2,224,Flowers,21.33,126689,100,168.3650514,34,82.18
0.94,0.44,0.779,0.419,0.432,0.980,15.16,84.84,Imagenet-100,ResNet-34,7,0.25,CNN,2,224,CIFAR100,21.33,126689,100,168.3650514,34,82.18
0.99,0.22,0.992,0.522,0.551,1.060,8.01,91.99,Imagenet-100,ResNet-34,7,0.25,CNN,2,224,Pets,21.33,126689,100,168.3650514,34,82.18
0.94,0,1.241,0.599,0.689,1.170,3.60,96.4,Imagenet-100,ResNet-34,7,0.25,CNN,2,224,STL,21.33,126689,100,168.3650514,34,82.18
0.94,0,3.602,0.163,0.173,0.600,3.95,96.05,Imagenet-100,ViT-T,8,1,Transformer,0,32,NINCO,5.61,126689,100,44.28166613,12,36.36
0.97,1.9,0.848,0.038,0.041,0.380,10.98,89.02,Imagenet-100,ViT-T,8,1,Transformer,0,32,ImageNet-R,5.61,126689,100,44.28166613,12,36.36
0.97,1.13,1.623,0.074,0.078,0.420,7.38,92.62,Imagenet-100,ViT-T,8,1,Transformer,0,32,CUB,5.61,126689,100,44.28166613,12,36.36
0.96,1.88,0.867,0.037,0.042,0.380,7.51,92.49,Imagenet-100,ViT-T,8,1,Transformer,0,32,Aircrafts,5.61,126689,100,44.28166613,12,36.36
0.94,0,2.981,0.136,0.143,0.540,3.83,96.17,Imagenet-100,ViT-T,8,1,Transformer,0,32,Flowers,5.61,126689,100,44.28166613,12,36.36
0.97,0,3.001,0.137,0.144,0.540,0.58,99.42,Imagenet-100,ViT-T,8,1,Transformer,0,32,CIFAR100,5.61,126689,100,44.28166613,12,36.36
0.99,0.7,2.051,0.086,0.099,0.450,2.64,97.36,Imagenet-100,ViT-T,8,1,Transformer,0,32,Pets,5.61,126689,100,44.28166613,12,36.36
0.96,0,4.586,0.179,0.220,0.710,1.10,98.9,Imagenet-100,ViT-T,8,1,Transformer,0,32,STL,5.61,126689,100,44.28166613,12,36.36
0.75,0.21,1.386,0.326,0.341,0.830,16.78,83.22,Imagenet-100,ViT-T,8,1,Transformer,0,224,NINCO,5.61,126689,100,44.28166613,12,62.66
0.70,1.31,0.287,0.066,0.070,0.640,39.24,60.76,Imagenet-100,ViT-T,8,1,Transformer,0,224,ImageNet-R,5.61,126689,100,44.28166613,12,62.66
0.53,1.18,0.411,0.097,0.101,0.650,56.83,43.17,Imagenet-100,ViT-T,8,1,Transformer,0,224,CUB,5.61,126689,100,44.28166613,12,62.66
0.55,1.36,0.233,0.050,0.057,0.630,57.58,42.42,Imagenet-100,ViT-T,8,1,Transformer,0,224,Aircrafts,5.61,126689,100,44.28166613,12,62.66
0.40,0.92,0.674,0.157,0.166,0.680,59.09,40.91,Imagenet-100,ViT-T,8,1,Transformer,0,224,Flowers,5.61,126689,100,44.28166613,12,62.66
0.61,0.75,0.843,0.198,0.207,0.710,23.80,76.2,Imagenet-100,ViT-T,8,1,Transformer,0,224,CIFAR100,5.61,126689,100,44.28166613,12,62.66
0.90,0.58,1.018,0.230,0.251,0.740,25.15,74.85,Imagenet-100,ViT-T,8,1,Transformer,0,224,Pets,5.61,126689,100,44.28166613,12,62.66
0.83,0,1.663,0.341,0.409,0.910,13.09,86.91,Imagenet-100,ViT-T,8,1,Transformer,0,224,STL,5.61,126689,100,44.28166613,12,62.66
0.96,0,3.907,0.165,0.176,0.610,2.52,97.48,Imagenet-100,ViT-T,8,1,Transformer,2,32,NINCO,5.61,126689,100,44.28166613,12,35.56
0.99,1.9,0.908,0.038,0.041,0.370,2.82,97.18,Imagenet-100,ViT-T,8,1,Transformer,2,32,ImageNet-R,5.61,126689,100,44.28166613,12,35.56
0.99,1.06,1.748,0.075,0.079,0.420,5.74,94.26,Imagenet-100,ViT-T,8,1,Transformer,2,32,CUB,5.61,126689,100,44.28166613,12,35.56
0.95,1.95,0.861,0.034,0.039,0.370,9.25,90.75,Imagenet-100,ViT-T,8,1,Transformer,2,32,Aircrafts,5.61,126689,100,44.28166613,12,35.56
0.97,0,3.280,0.140,0.147,0.550,8.24,91.76,Imagenet-100,ViT-T,8,1,Transformer,2,32,Flowers,5.61,126689,100,44.28166613,12,35.56
0.99,0,3.183,0.136,0.143,0.540,1.18,98.82,Imagenet-100,ViT-T,8,1,Transformer,2,32,CIFAR100,5.61,126689,100,44.28166613,12,35.56
0.99,0.84,1.972,0.077,0.089,0.430,2.14,97.86,Imagenet-100,ViT-T,8,1,Transformer,2,32,Pets,5.61,126689,100,44.28166613,12,35.56
0.99,0,4.759,0.173,0.214,0.700,1.13,98.87,Imagenet-100,ViT-T,8,1,Transformer,2,32,STL,5.61,126689,100,44.28166613,12,35.56
0.95,0,1.776,0.393,0.409,0.910,4.50,95.5,Imagenet-100,ViT-T,8,1,Transformer,2,224,NINCO,5.61,126689,100,44.28166613,12,61.3
0.99,1.17,0.464,0.102,0.107,0.640,6.77,93.23,Imagenet-100,ViT-T,8,1,Transformer,2,224,ImageNet-R,5.61,126689,100,44.28166613,12,61.3
0.98,0.69,0.940,0.210,0.216,0.710,10.62,89.38,Imagenet-100,ViT-T,8,1,Transformer,2,224,CUB,5.61,126689,100,44.28166613,12,61.3
0.98,1.18,0.454,0.097,0.104,0.640,12.75,87.25,Imagenet-100,ViT-T,8,1,Transformer,2,224,Aircrafts,5.61,126689,100,44.28166613,12,61.3
0.98,0.01,1.620,0.361,0.373,0.860,9.48,90.52,Imagenet-100,ViT-T,8,1,Transformer,2,224,Flowers,5.61,126689,100,44.28166613,12,61.3
0.95,0.48,1.155,0.256,0.266,0.750,3.81,96.19,Imagenet-100,ViT-T,8,1,Transformer,2,224,CIFAR100,5.61,126689,100,44.28166613,12,61.3
0.99,0.27,1.366,0.293,0.315,0.800,4.12,95.88,Imagenet-100,ViT-T,8,1,Transformer,2,224,Pets,5.61,126689,100,44.28166613,12,61.3
0.98,0,1.977,0.388,0.455,0.960,1.77,98.23,Imagenet-100,ViT-T,8,1,Transformer,2,224,STL,5.61,126689,100,44.28166613,12,61.3
